"GC-GM"|Yes|"76046482"|"140888332"
"GM"|No |"76046482"|"140888333"
"GP-GM"|No |"76046619"|"140888621"
"GC-GM"|Yes|"76046619"|"140888622"
"GC"|No |"76046619"|"140888623"
"GP-GM"|No |"76046458"|"140888282"
"GC-GM"|Yes|"76046458"|"140888283"
"GM"|No |"76046458"|"140888284"
"CL"|Yes|"76046312"|"140887986"
"CH"|No |"76046312"|"140887987"
"GM"|Yes|"76046531"|"140888436"
"GC-GM"|No |"76046531"|"140888437"
"OH"|No |"76046531"|"140888438"
"PT"|Yes|"76046483"|"140888334"
"GC"|Yes|"76046519"|"140888410"
"GC-GM"|No |"76046519"|"140888411"
"PT"|Yes|"76046545"|"140888468"
"CL"|Yes|"76046334"|"140888032"
"GC"|Yes|"76046471"|"140888306"
"CH"|No |"76046471"|"140888307"
"GC-GM"|No |"76046471"|"140888308"
"GM"|Yes|"76046593"|"140888568"
"SM"|No |"76046593"|"140888569"
"GP-GC"|No |"76046437"|"140888241"
"GW"|Yes|"76046437"|"140888240"
"GC"|Yes|"76046541"|"140888459"
"GC-GM"|No |"76046541"|"140888460"
"CH"|Yes|"76046450"|"140888263"
"GP-GC"|No |"76046450"|"140888264"
"GM"|Yes|"76046508"|"140888386"
"SC-SM"|No |"76046508"|"140888387"
"GC-GM"|Yes|"76046325"|"140888013"
"GP-GM"|No |"76046325"|"140888014"
"GM"|No |"76046325"|"140888015"
"GC"|Yes|"76046656"|"140888702"
"GP-GC"|No |"76046656"|"140888703"
"GM"|Yes|"76046630"|"140888648"
"MH"|No |"76046630"|"140888649"
"GC-GM"|No |"76046630"|"140888650"
"SC-SM"|No |"76046667"|"140888724"
"GM"|Yes|"76046667"|"140888725"
"GC-GM"|No |"76046449"|"140888261"
"GC"|Yes|"76046449"|"140888262"
"GC"|Yes|"76046333"|"140888029"
"CH"|No |"76046333"|"140888030"
"GC-GM"|No |"76046333"|"140888031"
"GC"|Yes|"76046302"|"140887963"
"GP-GC"|No |"76046302"|"140887964"
"CL"|Yes|"76046460"|"140888286"
"CH"|No |"76046460"|"140888287"
"GC"|Yes|"76046448"|"140888259"
"GC-GM"|No |"76046448"|"140888260"
"GC"|Yes|"76046376"|"140888117"
"CH"|No |"76046376"|"140888118"
"GC-GM"|No |"76046376"|"140888119"
"CH"|Yes|"76046534"|"140888443"
"GP-GC"|No |"76046534"|"140888444"
"GC-GM"|Yes|"76046505"|"140888379"
"GW"|No |"76046505"|"140888378"
"GC"|No |"76046505"|"140888377"
"SM"|No |"76046344"|"140888052"
"GP-GM"|No |"76046344"|"140888053"
"GC-GM"|Yes|"76046344"|"140888054"
"GC-GM"|No |"76046497"|"140888359"
"GC"|Yes|"76046497"|"140888360"
"GC-GM"|Yes|"76046281"|"140887923"
"GP-GM"|No |"76046281"|"140887924"
"GM"|No |"76046281"|"140887925"
"SC-SM"|No |"76046479"|"140888324"
"GM"|Yes|"76046479"|"140888323"
"GP-GC"|No |"76046470"|"140888304"
"GC"|Yes|"76046470"|"140888305"
"GM"|Yes|"76046427"|"140888217"
"PT"|Yes|"76046516"|"140888404"
"PT"|Yes|"76046291"|"140887942"
"GM"|Yes|"76046608"|"140888601"
"MH"|No |"76046608"|"140888602"
"GC-GM"|No |"76046608"|"140888603"
"GM"|Yes|"76046560"|"140888499"
"SM"|Yes|"76046523"|"140888419"
"GM"|No |"76046523"|"140888420"
"CH"|Yes|"76046469"|"140888302"
"GP-GC"|No |"76046469"|"140888303"
"GP-GM"|No |"76046641"|"140888668"
"GC-GM"|Yes|"76046641"|"140888669"
"GC"|No |"76046641"|"140888670"
"GC-GM"|Yes|"76046512"|"140888394"
"GP-GM"|No |"76046512"|"140888395"
"GM"|No |"76046512"|"140888396"
"SC-SM"|No |"76046396"|"140888157"
"GM"|Yes|"76046396"|"140888156"
"GM"|Yes|"76046271"|"140887900"
"SC-SM"|No |"76046271"|"140887901"
"GM"|Yes|"76046365"|"140888093"
"SC-SM"|No |"76046365"|"140888094"
"GC-GM"|Yes|"76046428"|"140888218"
"GM"|No |"76046428"|"140888219"
"GW"|No |"76046428"|"140888220"
"GP-GC"|No |"76046417"|"140888198"
"GC"|Yes|"76046417"|"140888199"
"PT"|Yes|"76046615"|"140888614"
"CL"|Yes|"76046490"|"140888347"
"CH"|No |"76046490"|"140888348"
"GC-GM"|Yes|"76046597"|"140888579"
"GP-GM"|No |"76046597"|"140888580"
"GC"|No |"76046597"|"140888581"
"SC-SM"|No |"76046623"|"140888630"
"GM"|Yes|"76046623"|"140888631"
"GM"|Yes|"76046652"|"140888695"
"MH"|No |"76046652"|"140888696"
"GC-GM"|No |"76046652"|"140888697"
"GW"|Yes|"76046292"|"140887943"
"GP-GC"|No |"76046292"|"140887944"
"GC-GM"|Yes|"76046354"|"140888070"
"GM"|No |"76046354"|"140888071"
"GW"|No |"76046354"|"140888072"
"GP-GM"|No |"76046549"|"140888475"
"GC-GM"|Yes|"76046549"|"140888476"
"SM"|No |"76046549"|"140888477"
"SM"|Yes|"76046586"|"140888553"
"GM"|No |"76046586"|"140888554"
"GM"|Yes|"76046364"|"140888091"
"SC-SM"|No |"76046364"|"140888092"
"GC-GM"|Yes|"76046270"|"140887897"
"SC"|No |"76046270"|"140887898"
"GM"|No |"76046270"|"140887899"
"GP-GC"|No |"76046375"|"140888115"
"GC"|Yes|"76046375"|"140888116"
"GP-GC"|No |"76046634"|"140888656"
"GC"|Yes|"76046634"|"140888655"
"PT"|Yes|"76046355"|"140888073"
"GC"|No |"76046343"|"140888049"
"GW"|No |"76046343"|"140888050"
"GC-GM"|Yes|"76046343"|"140888051"
"SM"|Yes|"76046501"|"140888368"
"GM"|No |"76046501"|"140888369"
"ML"|Yes|"76046386"|"140888136"
"OH"|No |"76046386"|"140888137"
"CL"|Yes|"76046459"|"140888285"
"GC-GM"|Yes|"76046282"|"140887926"
"GC"|No |"76046282"|"140887927"
"GW"|No |"76046282"|"140887928"
"GM"|Yes|"76046438"|"140888242"
"GC-GM"|Yes|"76046405"|"140888176"
"GM"|No |"76046405"|"140888177"
"GW"|No |"76046405"|"140888178"
"GC-GM"|Yes|"76046575"|"140888524"
"GM"|No |"76046575"|"140888525"
"GP-GM"|No |"76046575"|"140888526"
"GC"|Yes|"76046372"|"140888109"
"GC-GM"|No |"76046372"|"140888110"
"GC-GM"|Yes|"76046480"|"140888325"
