"Coarse sand"||"153962081"|"156592613"
"Silty clay loam"||"153962163"|"156593353"
"Clay loam"||"153962292"|"156592378"
"Sandy loam"||"153962658"|"156593268"
"Silt loam"||"153962597"|"156592920"
"Sandy loam"||"153962503"|"156592704"
"Sandy loam"||"153962336"|"156592659"
"Loam"||"153962378"|"156592528"
"Loamy sand"||"153961806"|"156592437"
"Silty clay"||"153962044"|"156593319"
|"Slightly decomposed plant material"|"153962266"|"156592504"
"Sandy loam"||"153962439"|"156592813"
"Coarse sand"||"153962123"|"156593326"
"Silt loam"||"153962482"|"156593010"
"Silty clay loam"||"153961909"|"156592463"
"Loam"||"153962038"|"156592974"
"Coarse sand"||"153962462"|"156592406"
"Fine sandy loam"||"153961795"|"156592582"
"Sandy loam"||"153962318"|"156592374"
"Sandy loam"||"153962555"|"156593126"
"Sandy loam"||"153962524"|"156593022"
"Coarse sandy loam"||"153961922"|"156592468"
"Sandy loam"||"153962185"|"156593002"
"Clay loam"||"153962355"|"156592524"
"Silty clay loam"||"153962586"|"156592916"
"Coarse sandy loam"||"153961784"|"156592577"
"Loam"||"153962429"|"156592549"
"Silty clay"||"153962588"|"156592917"
"Loam"||"153962513"|"156592692"
"Loamy sand"||"153962732"|"156593285"
"Sandy loam"||"153962545"|"156593239"
"Silt loam"||"153961817"|"156592829"
|"Slightly decomposed plant material"|"153962218"|"156592500"
|"Moderately decomposed plant material"|"153962599"|"156592907"
"Silty clay loam"||"153962566"|"156593246"
"Loam"||"153961891"|"156592594"
"Coarse sandy loam"||"153961793"|"156592722"
"Silty clay loam"||"153962450"|"156592416"
"Loam"||"153962012"|"156592962"
"Sandy loam"||"153962107"|"156593217"
"Coarse sandy loam"||"153962196"|"156593229"
"Loamy sand"||"153962669"|"156593157"
"Sandy loam"||"153962682"|"156593273"
"Sandy loam"||"153962347"|"156592518"
"Coarse sandy loam"||"153962514"|"156592420"
"Clay loam"||"153962222"|"156592364"
"Loam"||"153962070"|"156593199"
"Sandy loam"||"153961880"|"156592451"
"Fine sandy loam"||"153961839"|"156592835"
"Coarse sandy loam"||"153962441"|"156592812"
"Silty clay"||"153962004"|"156593076"
"Coarse sand"||"153962126"|"156593209"
"Sandy loam"||"153961827"|"156592425"
|"Moderately decomposed plant material"|"153962492"|"156592700"
"Sandy loam"||"153962712"|"156593166"
"Sandy loam"||"153961785"|"156592448"
"Coarse sandy loam"||"153962259"|"156592358"
"Coarse sandy loam"||"153961847"|"156592708"
